date,state,district,pincode,bio_age_5_17,bio_age_17_
07-10-2025,Daman and Diu,Diu,362540,0,6
03-10-2025,Daman and Diu,Daman,396210,19,7
08-10-2025,Daman and Diu,Daman,396210,9,7
08-10-2025,Daman and Diu,Daman,396215,0,1
08-10-2025,Daman and Diu,Diu,362520,3,1
08-10-2025,Daman and Diu,Diu,362540,0,1
29-10-2025,Daman and Diu,Daman,396215,0,3
29-10-2025,Daman and Diu,Diu,362540,1,2
14-10-2025,Daman and Diu,Diu,362570,4,4
15-11-2025,Daman and Diu,Diu,362540,2,0
25-11-2025,Daman and Diu,Daman,396215,0,1
25-11-2025,Daman and Diu,Daman,396220,3,0
22-11-2025,Daman and Diu,Daman,396215,1,1
21-11-2025,Daman and Diu,Daman,396210,5,6
21-11-2025,Daman and Diu,Diu,362570,19,3
20-11-2025,Daman and Diu,Daman,396215,1,1
20-11-2025,Daman and Diu,Diu,362570,6,1
19-11-2025,Daman and Diu,Daman,396215,0,1
18-11-2025,Daman and Diu,Diu,362540,19,0
18-11-2025,Daman and Diu,Diu,362570,12,2
23-10-2025,Daman and Diu,Daman,396210,1,3
02-11-2025,Daman and Diu,Daman,396220,0,1
08-11-2025,Daman and Diu,Daman,396220,1,0
28-11-2025,Daman and Diu,Daman,396210,5,2
02-12-2025,Daman and Diu,Daman,396220,1,7
02-12-2025,Daman and Diu,Diu,362520,1,0
02-12-2025,Daman and Diu,Diu,362540,0,1
09-12-2025,Daman and Diu,Daman,396220,0,4
09-12-2025,Daman and Diu,Diu,362570,7,6
11-12-2025,Daman and Diu,Daman,396220,1,5
11-12-2025,Daman and Diu,Diu,362540,0,1
11-12-2025,Daman and Diu,Diu,362570,1,11
12-12-2025,Daman and Diu,Diu,362540,0,3
12-12-2025,Daman and Diu,Diu,362570,2,7
15-12-2025,Daman and Diu,Daman,396215,2,1
17-12-2025,Daman and Diu,Daman,396220,1,7
16-12-2025,Daman and Diu,Diu,362520,2,1
04-12-2025,Daman and Diu,Diu,362540,2,2
18-12-2025,Daman and Diu,Diu,362540,5,2
04-10-2025,Daman and Diu,Diu,362570,0,1
01-10-2025,Daman and Diu,Diu,362570,0,1
01-09-2025,Daman and Diu,Daman,396215,0,2
24-08-2025,Daman and Diu,Daman,396215,0,1
02-09-2025,Daman and Diu,Diu,362520,0,4
25-08-2025,Daman and Diu,Daman,396220,4,2
20-08-2025,Daman and Diu,Diu,362520,0,1
20-05-2025,Daman and Diu,Daman,396215,1,2
22-05-2025,Daman and Diu,Daman,396220,2,0
22-05-2025,Daman and Diu,Diu,362540,1,2
23-05-2025,Daman and Diu,Diu,362570,5,9
26-05-2025,Daman and Diu,Diu,362520,2,1
27-05-2025,Daman and Diu,Daman,396220,3,1
27-05-2025,Daman and Diu,Diu,362520,0,3
28-06-2025,Daman and Diu,Daman,396215,1,1
28-06-2025,Daman and Diu,Diu,362520,0,1
27-06-2025,Daman and Diu,Daman,396215,1,1
27-06-2025,Daman and Diu,Diu,362520,3,0
27-06-2025,Daman and Diu,Diu,362540,3,2
04-07-2025,Daman and Diu,Diu,362570,0,3
05-07-2025,Daman and Diu,Daman,396210,5,3
05-07-2025,Daman and Diu,Diu,362520,0,1
18-06-2025,Daman and Diu,Diu,362570,1,0
02-07-2025,Daman and Diu,Diu,362520,0,1
18-07-2025,Daman and Diu,Daman,396210,6,5
18-07-2025,Daman and Diu,Daman,396220,1,2
25-06-2025,Daman and Diu,Daman,396210,6,9
25-06-2025,Daman and Diu,Daman,396215,1,1
30-06-2025,Daman and Diu,Diu,362540,2,2
11-07-2025,Daman and Diu,Diu,362520,4,2
14-07-2025,Daman and Diu,Daman,396210,2,6
14-07-2025,Daman and Diu,Daman,396220,1,1
14-07-2025,Daman and Diu,Diu,362520,2,3
15-07-2025,Daman and Diu,Daman,396215,2,1
15-07-2025,Daman and Diu,Daman,396220,2,1
16-07-2025,Daman and Diu,Daman,396215,0,3
16-07-2025,Daman and Diu,Diu,362520,1,1
19-07-2025,Daman and Diu,Daman,396220,0,1
04-06-2025,Daman and Diu,Daman,396220,1,0
04-06-2025,Daman and Diu,Diu,362540,2,0
05-06-2025,Daman and Diu,Daman,396215,1,1
05-06-2025,Daman and Diu,Diu,362570,6,1
28-05-2025,Daman and Diu,Daman,396210,5,4
29-05-2025,Daman and Diu,Diu,362540,1,1
02-06-2025,Daman and Diu,Diu,362520,1,3
01-06-2025,Daman and Diu,Daman,396210,1,1
30-05-2025,Daman and Diu,Diu,362570,4,1
20-06-2025,Daman and Diu,Daman,396210,7,10
23-08-2025,Daman and Diu,Daman,396215,1,1
23-08-2025,Daman and Diu,Daman,396220,3,1
23-08-2025,Daman and Diu,Diu,362520,0,1
11-09-2025,Daman and Diu,Daman,396210,16,8
11-09-2025,Daman and Diu,Daman,396215,1,3
11-09-2025,Daman and Diu,Daman,396220,6,2
11-09-2025,Daman and Diu,Diu,362540,3,1
06-09-2025,Daman and Diu,Daman,396215,1,2
06-09-2025,Daman and Diu,Diu,362520,1,0
08-09-2025,Daman and Diu,Diu,362520,0,1
08-09-2025,Daman and Diu,Diu,362570,3,3
07-09-2025,Daman and Diu,Daman,396210,3,0
04-09-2025,Daman and Diu,Daman,396220,1,1
10-09-2025,Daman and Diu,Diu,362520,1,1
10-09-2025,Daman and Diu,Diu,362540,2,2
10-09-2025,Daman and Diu,Diu,362570,10,3
26-08-2025,Daman and Diu,Daman,396210,6,7
26-08-2025,Daman and Diu,Daman,396220,0,2
25-08-2025,Daman and Diu,Daman,396215,0,3
21-08-2025,Daman and Diu,Diu,362540,1,2
22-08-2025,Daman and Diu,Diu,362520,0,4
22-08-2025,Daman and Diu,Diu,362540,1,1
18-08-2025,Daman and Diu,Daman,396210,10,9
29-08-2025,Daman and Diu,Daman,396210,8,3
29-08-2025,Daman and Diu,Daman,396220,2,0
28-08-2025,Daman and Diu,Daman,396220,1,0
19-09-2025,Daman and Diu,Daman,396220,7,0
16-09-2025,Daman and Diu,Diu,362520,1,0
16-09-2025,Daman and Diu,Diu,362540,2,1
17-09-2025,Daman and Diu,Daman,396210,17,17
18-09-2025,Daman and Diu,Daman,396210,22,15
18-09-2025,Daman and Diu,Daman,396215,0,2
22-09-2025,Daman and Diu,Daman,396210,7,2
24-09-2025,Daman and Diu,Daman,396210,15,13
30-08-2025,Daman and Diu,Daman,396220,5,0
03-09-2025,Daman and Diu,Daman,396210,4,7
13-09-2025,Daman and Diu,Diu,362520,0,1
30-09-2025,Daman and Diu,Daman,396210,19,6
30-09-2025,Daman and Diu,Diu,362520,0,1
20-12-2025,Daman and Diu,Daman,396215,2,1
19-12-2025,Daman and Diu,Diu,362520,1,1
23-12-2025,Daman and Diu,Daman,396210,8,13
23-12-2025,Daman and Diu,Diu,362540,0,1
24-12-2025,Daman and Diu,Diu,362570,1,7
26-12-2025,Daman and Diu,Daman,396215,1,2
26-12-2025,Daman and Diu,Diu,362570,2,5
21-05-2025,Daman and Diu,Diu,362520,0,3
18-10-2025,Daman and Diu,Daman,396210,4,7
21-10-2025,Daman and Diu,Diu,362570,0,1
31-07-2025,Daman and Diu,Daman,396215,0,1
05-07-2025,Daman and Diu,Diu,362570,3,0
28-07-2025,Daman and Diu,Daman,396215,0,3
05-06-2025,Daman and Diu,Diu,362520,0,2
16-06-2025,Daman and Diu,Diu,362520,0,1
18-06-2025,Daman and Diu,Daman,396215,0,1
16-11-2025,Daman and Diu,Daman,396215,0,1
04-12-2025,Daman and Diu,Diu,362520,0,1
14-12-2025,Daman and Diu,Diu,362540,0,2
07-12-2025,Daman and Diu,Daman,396210,0,1
07-12-2025,Daman and Diu,Diu,362570,0,1
08-12-2025,Daman and Diu,Daman,396215,0,1
08-12-2025,Daman and Diu,Diu,362540,1,0
03-01-2026,Daman and Diu,Daman,396220,1,0
26-12-2025,Daman and Diu,Diu,362540,3,0
29-12-2025,Daman and Diu,Daman,396210,5,2
29-12-2025,Daman and Diu,Daman,396215,0,2
29-12-2025,Daman and Diu,Diu,362570,0,1
01-01-2026,Daman and Diu,Daman,396220,3,4
25-12-2025,Daman and Diu,Daman,396220,0,2
01-03-2025,Daman and Diu,Diu,362520,37,22
01-03-2025,Daman and Diu,Diu,362570,96,74
01-05-2025,Daman and Diu,Diu,362540,43,22
01-04-2025,Daman and Diu,Diu,362570,160,49
01-06-2025,Daman and Diu,Daman,396220,29,18
01-06-2025,Daman and Diu,Diu,362520,11,15
01-06-2025,Daman and Diu,Diu,362570,77,83
25-10-2025,Daman and Diu,Diu,362520,3,2
18-10-2025,Daman and Diu,Diu,362520,0,1
01-11-2025,Daman and Diu,Diu,362540,4,1
26-10-2025,Daman and Diu,Daman,396215,0,2
19-10-2025,Daman and Diu,Diu,362570,0,1
05-11-2025,Daman and Diu,Diu,362520,0,2
05-11-2025,Daman and Diu,Diu,362570,3,1
04-10-2025,Daman and Diu,Diu,362540,0,1
27-09-2025,Daman and Diu,Daman,396220,0,1
26-09-2025,Daman and Diu,Diu,362540,2,4
10-10-2025,Daman and Diu,Diu,362540,1,1
11-10-2025,Daman and Diu,Diu,362570,0,1
30-08-2025,Daman and Diu,Daman,396215,1,1
20-08-2025,Daman and Diu,Daman,396220,0,2
22-08-2025,Daman and Diu,Daman,396215,0,5
21-08-2025,Daman and Diu,Diu,362520,0,1
23-08-2025,Daman and Diu,Diu,362570,0,1
15-08-2025,Daman and Diu,Diu,362540,1,0
16-08-2025,Daman and Diu,Daman,396215,1,0
28-06-2025,Daman and Diu,Daman,396210,9,7
07-07-2025,Daman and Diu,Daman,396210,8,2
07-07-2025,Daman and Diu,Diu,362520,1,0
07-07-2025,Daman and Diu,Diu,362570,3,6
21-07-2025,Daman and Diu,Daman,396210,4,7
21-07-2025,Daman and Diu,Daman,396215,0,2
22-07-2025,Daman and Diu,Diu,362520,11,2
23-07-2025,Daman and Diu,Daman,396215,0,1
23-07-2025,Daman and Diu,Diu,362540,3,1
14-07-2025,Daman and Diu,Diu,362540,2,2
14-07-2025,Daman and Diu,Diu,362570,1,2
15-07-2025,Daman and Diu,Daman,396210,3,6
17-07-2025,Daman and Diu,Daman,396220,2,2
16-07-2025,Daman and Diu,Daman,396210,1,6
09-06-2025,Daman and Diu,Daman,396215,1,1
09-06-2025,Daman and Diu,Diu,362570,3,4
10-06-2025,Daman and Diu,Diu,362570,4,6
18-06-2025,Daman and Diu,Daman,396210,4,7
16-06-2025,Daman and Diu,Daman,396210,8,8
14-06-2025,Daman and Diu,Daman,396215,1,0
11-06-2025,Daman and Diu,Daman,396220,1,2
12-06-2025,Daman and Diu,Diu,362540,1,0
13-06-2025,Daman and Diu,Daman,396215,1,0
06-06-2025,Daman and Diu,Diu,362570,2,5
19-06-2025,Daman and Diu,Diu,362570,3,6
23-06-2025,Daman and Diu,Daman,396215,1,0
22-06-2025,Daman and Diu,Daman,396210,0,3
22-06-2025,Daman and Diu,Daman,396220,1,0
09-07-2025,Daman and Diu,Diu,362570,3,5
08-08-2025,Daman and Diu,Daman,396220,2,1
10-08-2025,Daman and Diu,Daman,396210,1,1
11-08-2025,Daman and Diu,Diu,362520,1,6
12-08-2025,Daman and Diu,Daman,396220,4,1
05-06-2025,Daman and Diu,Daman,396220,1,2
04-06-2025,Daman and Diu,Diu,362570,0,2
17-06-2025,Daman and Diu,Daman,396210,6,6
17-06-2025,Daman and Diu,Diu,362520,1,1
17-06-2025,Daman and Diu,Diu,362540,2,0
08-07-2025,Daman and Diu,Daman,396220,0,4
26-06-2025,Daman and Diu,Daman,396210,9,8
26-06-2025,Daman and Diu,Diu,362520,0,2
26-06-2025,Daman and Diu,Diu,362570,0,5
26-07-2025,Daman and Diu,Daman,396220,3,1
29-07-2025,Daman and Diu,Daman,396210,8,4
04-08-2025,Daman and Diu,Diu,362570,0,1
24-07-2025,Daman and Diu,Diu,362570,9,10
01-08-2025,Daman and Diu,Daman,396210,7,7
30-07-2025,Daman and Diu,Daman,396220,2,1
30-07-2025,Daman and Diu,Diu,362520,0,1
31-07-2025,Daman and Diu,Diu,362540,3,3
31-07-2025,Daman and Diu,Diu,362570,5,10
06-08-2025,Daman and Diu,Daman,396215,0,2
06-08-2025,Daman and Diu,Daman,396220,4,1
02-06-2025,Daman and Diu,Diu,362540,2,0
03-06-2025,Daman and Diu,Diu,362520,1,1
03-06-2025,Daman and Diu,Diu,362570,8,7
27-05-2025,Daman and Diu,Daman,396210,7,7
28-05-2025,Daman and Diu,Daman,396215,0,1
28-05-2025,Daman and Diu,Daman,396220,3,0
28-05-2025,Daman and Diu,Diu,362540,4,3
29-05-2025,Daman and Diu,Daman,396210,5,6
29-05-2025,Daman and Diu,Diu,362570,5,3
31-05-2025,Daman and Diu,Daman,396220,1,0
21-05-2025,Daman and Diu,Diu,362570,6,1
20-05-2025,Daman and Diu,Daman,396220,2,1
20-05-2025,Daman and Diu,Diu,362570,7,4
24-05-2025,Daman and Diu,Daman,396210,1,2
01-07-2025,Daman and Diu,Daman,396220,0,1
01-07-2025,Daman and Diu,Diu,362540,1,5
12-07-2025,Daman and Diu,Daman,396210,6,6
11-07-2025,Daman and Diu,Daman,396220,4,1
13-08-2025,Daman and Diu,Daman,396215,2,1
13-08-2025,Daman and Diu,Diu,362520,0,3
14-08-2025,Daman and Diu,Daman,396210,15,7
14-08-2025,Daman and Diu,Daman,396215,1,0
14-08-2025,Daman and Diu,Daman,396220,1,1
18-08-2025,Daman and Diu,Daman,396220,1,1
19-08-2025,Daman and Diu,Diu,362520,1,2
21-08-2025,Daman and Diu,Daman,396215,1,2
21-08-2025,Daman and Diu,Daman,396220,0,4
01-09-2025,Daman and Diu,Daman,396210,6,6
20-08-2025,Daman and Diu,Daman,396210,5,3
28-08-2025,Daman and Diu,Daman,396215,2,2
26-08-2025,Daman and Diu,Diu,362570,1,4
25-11-2025,Daman and Diu,Daman,396210,5,10
26-11-2025,Daman and Diu,Daman,396215,0,1
26-11-2025,Daman and Diu,Diu,362540,0,2
27-11-2025,Daman and Diu,Daman,396210,6,7
27-11-2025,Daman and Diu,Diu,362520,1,1
03-11-2025,Daman and Diu,Daman,396210,15,7
03-11-2025,Daman and Diu,Diu,362570,13,5
04-11-2025,Daman and Diu,Daman,396210,8,8
14-11-2025,Daman and Diu,Daman,396215,1,0
20-11-2025,Daman and Diu,Diu,362540,26,0
01-12-2025,Daman and Diu,Daman,396220,2,0
01-12-2025,Daman and Diu,Diu,362540,3,2
01-12-2025,Daman and Diu,Diu,362570,3,1
06-11-2025,Daman and Diu,Diu,362540,1,0
13-11-2025,Daman and Diu,Daman,396220,1,2
17-11-2025,Daman and Diu,Daman,396210,5,8
30-08-2025,Daman and Diu,Diu,362540,1,0
31-08-2025,Daman and Diu,Daman,396210,2,2
31-08-2025,Daman and Diu,Daman,396220,0,1
20-09-2025,Daman and Diu,Daman,396210,14,6
20-09-2025,Daman and Diu,Daman,396215,3,2
19-09-2025,Daman and Diu,Daman,396215,4,1
19-09-2025,Daman and Diu,Diu,362540,4,2
16-10-2025,Daman and Diu,Daman,396215,1,1
16-10-2025,Daman and Diu,Diu,362570,2,2
03-10-2025,Daman and Diu,Daman,396215,1,0
03-10-2025,Daman and Diu,Diu,362570,3,4
25-09-2025,Daman and Diu,Daman,396220,3,1
26-09-2025,Daman and Diu,Daman,396220,0,1
26-09-2025,Daman and Diu,Diu,362570,5,2
30-09-2025,Daman and Diu,Diu,362540,0,1
29-09-2025,Daman and Diu,Daman,396210,4,5
29-09-2025,Daman and Diu,Diu,362570,5,1
07-10-2025,Daman and Diu,Daman,396210,14,4
07-10-2025,Daman and Diu,Daman,396215,0,1
05-12-2025,Daman and Diu,Daman,396220,1,1
05-12-2025,Daman and Diu,Diu,362520,0,2
08-12-2025,Daman and Diu,Diu,362570,4,4
06-12-2025,Daman and Diu,Daman,396215,0,1
06-12-2025,Daman and Diu,Daman,396220,4,1
10-11-2025,Daman and Diu,Diu,362520,14,2
10-11-2025,Daman and Diu,Diu,362570,8,1
11-11-2025,Daman and Diu,Daman,396210,7,3
11-11-2025,Daman and Diu,Diu,362520,18,2
11-11-2025,Daman and Diu,Diu,362570,42,0
12-11-2025,Daman and Diu,Daman,396215,1,3
12-11-2025,Daman and Diu,Diu,362570,22,11
18-11-2025,Daman and Diu,Daman,396215,1,3
18-11-2025,Daman and Diu,Daman,396220,1,0
15-09-2025,Daman and Diu,Daman,396210,31,19
15-09-2025,Daman and Diu,Daman,396215,2,1
15-09-2025,Daman and Diu,Diu,362540,2,2
03-09-2025,Daman and Diu,Daman,396215,1,0
03-09-2025,Daman and Diu,Diu,362570,5,1
10-09-2025,Daman and Diu,Daman,396215,3,0
11-09-2025,Daman and Diu,Diu,362570,3,4
12-09-2025,Daman and Diu,Diu,362520,1,1
06-09-2025,Daman and Diu,Daman,396220,1,3
05-09-2025,Daman and Diu,Daman,396210,2,3
05-09-2025,Daman and Diu,Daman,396220,1,0
04-09-2025,Daman and Diu,Daman,396215,3,2
04-09-2025,Daman and Diu,Diu,362570,1,3
23-09-2025,Daman and Diu,Diu,362540,4,0
23-09-2025,Daman and Diu,Diu,362570,7,7
22-09-2025,Daman and Diu,Daman,396220,1,3
04-10-2025,Daman and Diu,Daman,396210,25,3
23-10-2025,Daman and Diu,Diu,362540,0,2
24-10-2025,Daman and Diu,Diu,362520,1,2
11-10-2025,Daman and Diu,Diu,362520,0,1
13-10-2025,Daman and Diu,Diu,362520,1,3
15-10-2025,Daman and Diu,Daman,396210,13,8
15-10-2025,Daman and Diu,Diu,362570,2,3
14-10-2025,Daman and Diu,Daman,396215,0,1
14-10-2025,Daman and Diu,Diu,362520,1,3
13-09-2025,Daman and Diu,Daman,396220,6,0
13-09-2025,Daman and Diu,Diu,362570,1,1
17-09-2025,Daman and Diu,Daman,396220,5,3
28-09-2025,Daman and Diu,Daman,396210,1,0
09-10-2025,Daman and Diu,Daman,396215,3,1
09-10-2025,Daman and Diu,Diu,362540,4,0
02-11-2025,Daman and Diu,Daman,396210,1,2
10-12-2025,Daman and Diu,Daman,396220,2,10
10-12-2025,Daman and Diu,Diu,362570,2,5
12-12-2025,Daman and Diu,Daman,396220,2,10
16-12-2025,Daman and Diu,Daman,396220,2,3
17-12-2025,Daman and Diu,Daman,396215,1,2
17-12-2025,Daman and Diu,Diu,362520,2,1
17-12-2025,Daman and Diu,Diu,362540,5,1
17-12-2025,Daman and Diu,Diu,362570,1,5
18-12-2025,Daman and Diu,Daman,396215,0,1
20-12-2025,Daman and Diu,Daman,396210,24,7
19-12-2025,Daman and Diu,Daman,396210,13,3
19-12-2025,Daman and Diu,Daman,396220,4,2
22-12-2025,Daman and Diu,Diu,362520,0,1
22-12-2025,Daman and Diu,Diu,362570,1,8
24-12-2025,Daman and Diu,Daman,396215,0,1
26-12-2025,Daman and Diu,Daman,396220,1,1
14-12-2025,Daman and Diu,Daman,396220,4,4
12-12-2025,Daman and Diu,Diu,362520,1,0
06-12-2025,Daman and Diu,Diu,362540,0,1
27-12-2025,Daman and Diu,Diu,362570,0,3
28-12-2025,Daman and Diu,Daman,396220,0,1
02-01-2026,Daman and Diu,Daman,396220,1,1
01-01-2026,Daman and Diu,Daman,396215,2,2
01-01-2026,Daman and Diu,Diu,362540,0,3
29-12-2025,Daman and Diu,Diu,362520,1,2
03-01-2026,Daman and Diu,Daman,396210,2,3
22-11-2025,Daman and Diu,Diu,362520,0,2
26-11-2025,Daman and Diu,Diu,362520,0,1
01-04-2025,Daman and Diu,Daman,396220,45,12
01-03-2025,Daman and Diu,Diu,362540,101,26
01-05-2025,Daman and Diu,Diu,362520,22,18
01-06-2025,Daman and Diu,Diu,362540,38,19
01-07-2025,Daman and Diu,Daman,396215,17,15
19-10-2025,Daman and Diu,Diu,362520,2,1
17-10-2025,Daman and Diu,Daman,396215,0,1
01-11-2025,Daman and Diu,Diu,362520,3,3
10-11-2025,Daman and Diu,Daman,396215,3,1
08-11-2025,Daman and Diu,Daman,396215,0,1
12-11-2025,Daman and Diu,Daman,396220,0,1
21-07-2025,Daman and Diu,Diu,362540,2,0
12-07-2025,Daman and Diu,Diu,362570,0,1
07-10-2025,Daman and Diu,Daman,396220,0,1
09-10-2025,Daman and Diu,Daman,396220,1,0
11-10-2025,Daman and Diu,Daman,396210,8,2
11-10-2025,Daman and Diu,Daman,396220,2,0
10-10-2025,Daman and Diu,Daman,396210,13,5
10-10-2025,Daman and Diu,Daman,396220,0,1
13-10-2025,Daman and Diu,Diu,362570,1,3
14-10-2025,Daman and Diu,Daman,396210,10,13
06-10-2025,Daman and Diu,Diu,362520,3,1
04-10-2025,Daman and Diu,Daman,396215,1,0
08-10-2025,Daman and Diu,Diu,362570,5,3
26-09-2025,Daman and Diu,Daman,396210,27,6
26-09-2025,Daman and Diu,Diu,362520,1,1
27-09-2025,Daman and Diu,Daman,396210,28,4
19-09-2025,Daman and Diu,Daman,396210,15,10
09-09-2025,Daman and Diu,Daman,396210,13,5
09-09-2025,Daman and Diu,Diu,362520,2,2
10-09-2025,Daman and Diu,Daman,396210,14,2
10-09-2025,Daman and Diu,Daman,396220,2,0
17-09-2025,Daman and Diu,Diu,362540,6,0
16-10-2025,Daman and Diu,Daman,396210,10,3
17-10-2025,Daman and Diu,Diu,362520,0,2
17-10-2025,Daman and Diu,Diu,362540,4,0
28-10-2025,Daman and Diu,Daman,396210,5,5
28-10-2025,Daman and Diu,Daman,396215,0,2
27-10-2025,Daman and Diu,Daman,396210,12,7
